Title,Genre,Release Year,Rating,Viewership,Region,Age Group,Subscription Type,Watch Time (min),Completion Rate (%)
Show 2676,Thriller,2023,4,93952,Europe,35-44,Standard,129.6,0.79
Show 2677,Sci-Fi,2015,5,722884,Africa,45-54,Basic,108.5,0.67
Show 2678,Action,2020,8.7,420331,North America,65+,Premium,153.2,0.67
Show 2679,Documentary,2022,7.2,909498,Australia,35-44,Premium,75.1,0.78
Show 2680,Documentary,2023,8.9,706793,Australia,55-64,Premium,152.3,0.3
Show 2681,Romance,2008,2.8,226576,South America,35-44,Basic,93.8,0.7
Show 2682,Thriller,2002,8.9,748681,Australia,55-64,Premium,44.5,0.45
Show 2683,Comedy,2018,1.5,503149,South America,65+,Premium,176.7,0.16
Show 2684,Romance,2019,9,870796,North America,25-34,Premium,106.8,0.28
Show 2685,Documentary,2004,4,861509,Asia,65+,Premium,124.4,0.81
Show 2686,Action,2009,3.8,307788,Asia,45-54,Standard,130.6,0.91
Show 2687,Documentary,2016,5.6,329787,Europe,18-24,Basic,84.4,0.35
Show 2688,Action,2014,9.5,280455,North America,25-34,Basic,142.1,0.27
Show 2689,Romance,2022,1.4,259084,Australia,25-34,Premium,160.5,0.12
Show 2690,Thriller,2007,4.2,134466,North America,18-24,Basic,88.1,0.95
Show 2691,Documentary,2014,8.7,35531,Africa,35-44,Basic,128.6,0.72
Show 2692,Sci-Fi,2020,4.6,19588,Asia,65+,Standard,143.6,0.96
Show 2693,Action,2013,2.8,840848,Australia,35-44,Basic,58.5,0.88
Show 2694,Thriller,2019,4.8,148452,Asia,35-44,Standard,79.9,0.41
Show 2695,Comedy,2006,4.5,703005,North America,65+,Basic,46.3,0.2
Show 2696,Action,2020,9.2,416034,Australia,45-54,Standard,120.3,0.55
Show 2697,Romance,2022,7.9,166929,Europe,25-34,Standard,150.1,0.12
Show 2698,Comedy,2011,5.5,550999,North America,55-64,Basic,121.6,0.23
Show 2699,Comedy,2016,9.9,665457,Europe,18-24,Standard,57,0.31
Show 2700,Drama,2016,5.2,907780,Australia,25-34,Standard,112,0.7
Show 2701,Documentary,2009,1.5,688753,Asia,35-44,Basic,155.2,0.56
Show 2702,Action,2018,3.4,813508,Africa,18-24,Standard,75.4,0.37
Show 2703,Comedy,2013,4.9,351418,South America,55-64,Standard,154.9,0.61
Show 2704,Drama,2010,2.4,324753,Asia,25-34,Standard,147.7,0.21
Show 2705,Romance,2001,9.5,689677,Europe,25-34,Standard,33.3,0.78
Show 2706,Thriller,2017,7.9,502981,North America,45-54,Standard,65.9,0.74
Show 2707,Sci-Fi,2006,3.4,63480,Australia,25-34,Premium,111.4,0.29
Show 2708,Sci-Fi,2011,6.3,798476,Asia,25-34,Standard,137.6,0.65
Show 2709,Action,2001,7.5,993537,Africa,55-64,Standard,162.1,0.55
Show 2710,Comedy,2019,9.5,779597,Australia,55-64,Standard,126.2,0.15
Show 2711,Sci-Fi,2017,8.9,60486,Europe,18-24,Standard,87.1,0.35
Show 2712,Documentary,2005,5.6,60162,Australia,35-44,Basic,57.7,1
Show 2713,Sci-Fi,2023,8,739647,Australia,55-64,Premium,144,0.19
Show 2714,Sci-Fi,2009,6.1,34882,North America,18-24,Basic,61,0.56
Show 2715,Sci-Fi,2019,6,583366,South America,25-34,Premium,134.3,0.86
Show 2716,Drama,2014,2,850166,Europe,18-24,Standard,57.2,0.37
Show 2717,Comedy,2004,2.1,243680,North America,18-24,Standard,43.7,0.33
Show 2718,Documentary,2019,5.8,638018,South America,18-24,Premium,67.7,0.9
Show 2719,Comedy,2002,3.4,179898,North America,65+,Premium,72.7,0.37
Show 2720,Action,2004,1.2,355129,South America,18-24,Basic,127.1,0.69
Show 2721,Action,2007,7.5,311172,South America,55-64,Premium,54.1,0.77
Show 2722,Action,2007,1.3,973835,South America,65+,Standard,169.5,0.81
Show 2723,Romance,2007,6.4,517871,North America,35-44,Basic,113.2,1
Show 2724,Sci-Fi,2011,5.9,628226,Australia,18-24,Premium,103.6,0.82
Show 2725,Romance,2023,9.7,647607,South America,45-54,Premium,95.2,0.69
Show 2726,Drama,2022,5.4,561831,Australia,25-34,Basic,115,0.91
Show 2727,Action,2007,1.6,653567,Europe,25-34,Premium,33.4,0.92
Show 2728,Documentary,2010,6,34362,Africa,65+,Standard,178.5,0.98
Show 2729,Comedy,2013,8.6,425531,Australia,25-34,Basic,113.6,0.8
Show 2730,Sci-Fi,2007,10,163818,Africa,25-34,Premium,35.3,0.28
Show 2731,Thriller,2023,4.9,408273,South America,65+,Standard,118.5,0.74
Show 2732,Documentary,2009,3.9,247721,Africa,25-34,Premium,95.6,0.17
Show 2733,Sci-Fi,2006,9.2,834347,Africa,18-24,Basic,33.6,0.39
Show 2734,Romance,2016,2.7,943565,South America,35-44,Premium,168.7,0.2
Show 2735,Romance,2003,6.5,842802,Australia,65+,Premium,31.6,0.95
Show 2736,Documentary,2012,4.7,694517,South America,45-54,Premium,116.7,0.4
Show 2737,Romance,2003,1.4,378519,Europe,65+,Standard,174.3,0.74
Show 2738,Action,2004,4.1,147394,Asia,55-64,Standard,65.6,0.61
Show 2739,Drama,2021,3.4,599100,North America,45-54,Premium,68.1,0.2
Show 2740,Comedy,2003,7.2,476058,South America,55-64,Premium,30.1,0.61
Show 2741,Drama,2017,9.5,825449,South America,65+,Basic,40,0.69
Show 2742,Sci-Fi,2005,3.4,848224,Africa,55-64,Premium,36.7,0.89
Show 2743,Comedy,2023,8.3,950246,Europe,45-54,Basic,153.4,0.16
Show 2744,Comedy,2023,1.5,233208,Africa,18-24,Standard,155.5,0.37
Show 2745,Drama,2022,5.8,987312,Australia,65+,Premium,139,0.72
Show 2746,Documentary,2021,1.6,396342,South America,65+,Basic,82.9,0.13
Show 2747,Comedy,2001,9.4,809061,South America,25-34,Standard,153.2,0.28
Show 2748,Drama,2022,7.9,657902,Africa,65+,Basic,111,0.3
Show 2749,Comedy,2010,6.9,930749,South America,65+,Standard,75.6,0.7
Show 2750,Thriller,2013,8.4,101950,Australia,18-24,Premium,95.6,0.36
Show 2751,Documentary,2004,6.8,179942,Asia,25-34,Basic,39.9,0.64
Show 2752,Action,2005,9.7,69829,North America,35-44,Premium,171.7,0.97
Show 2753,Comedy,2009,7.4,774890,North America,55-64,Basic,122.9,0.81
Show 2754,Thriller,2007,9.3,539876,North America,45-54,Standard,139.7,0.4
Show 2755,Action,2013,5.7,922946,Asia,35-44,Basic,131.5,0.53
Show 2756,Action,2023,2.1,896712,South America,25-34,Basic,130.2,0.28
Show 2757,Sci-Fi,2002,5.8,501195,Africa,18-24,Premium,32.6,0.11
Show 2758,Comedy,2011,2.1,999843,Europe,45-54,Premium,108.8,0.36
Show 2759,Drama,2015,6.3,307865,South America,55-64,Premium,153.3,0.43
Show 2760,Comedy,2022,5.3,697505,Asia,65+,Standard,36.7,0.61
Show 2761,Thriller,2016,6.6,277743,Australia,65+,Premium,173.4,0.95
Show 2762,Action,2000,1.1,339738,Asia,35-44,Basic,93.6,0.95
Show 2763,Comedy,2022,2.8,480958,North America,55-64,Standard,73.5,0.16
Show 2764,Drama,2009,5.4,737790,South America,25-34,Premium,109.8,0.65
Show 2765,Sci-Fi,2022,9.6,663299,North America,55-64,Basic,150.2,0.14
Show 2766,Comedy,2009,4.5,257856,Europe,18-24,Basic,101.2,0.68
Show 2767,Documentary,2020,4.8,289293,Australia,35-44,Standard,126.8,0.21
Show 2768,Sci-Fi,2023,7.4,919048,North America,35-44,Basic,105,0.95
Show 2769,Drama,2001,6.4,726927,Europe,18-24,Premium,124.7,0.88
Show 2770,Thriller,2008,3.7,146280,Asia,55-64,Basic,50.7,0.12
Show 2771,Action,2021,4.7,202170,North America,18-24,Premium,35.8,0.8
Show 2772,Comedy,2012,3,376178,North America,45-54,Premium,50.5,0.67
Show 2773,Drama,2015,9.7,185564,Africa,18-24,Standard,72.9,0.55
Show 2774,Sci-Fi,2017,2.2,25951,Australia,55-64,Basic,68,0.64
Show 2775,Documentary,2018,4.3,184992,Australia,18-24,Standard,122.3,0.71
Show 2776,Drama,2011,1.2,576054,Asia,25-34,Standard,98.4,0.9
Show 2777,Romance,2007,3,848446,Africa,65+,Standard,35.8,0.79
Show 2778,Documentary,2016,8,164423,Europe,18-24,Premium,35.2,0.62
Show 2779,Sci-Fi,2014,2.8,482432,Europe,65+,Premium,43.6,0.84
Show 2780,Thriller,2009,1.7,447602,Asia,18-24,Premium,83,0.99
Show 2781,Action,2014,5.3,616410,Australia,55-64,Premium,30.9,0.37
Show 2782,Sci-Fi,2014,1.1,800740,Europe,45-54,Basic,104.1,0.21
Show 2783,Thriller,2022,1.8,850684,Asia,45-54,Basic,84.1,0.76
Show 2784,Comedy,2006,8.3,473361,Europe,65+,Premium,113.3,0.98
Show 2785,Drama,2012,7.9,88211,South America,55-64,Premium,138.1,0.21
Show 2786,Romance,2016,9.2,426280,North America,55-64,Basic,67.6,0.49
Show 2787,Documentary,2008,8.7,452095,Australia,55-64,Standard,53.6,0.16
Show 2788,Documentary,2007,7.1,131534,South America,25-34,Standard,71.7,0.8
Show 2789,Drama,2019,1.5,538008,Asia,35-44,Premium,30.3,0.95
Show 2790,Romance,2020,8,393348,Asia,18-24,Standard,48,0.55
Show 2791,Drama,2017,8.6,441156,South America,55-64,Premium,142.6,0.47
Show 2792,Comedy,2012,8.2,609281,North America,55-64,Premium,63.4,0.92
Show 2793,Thriller,2015,5.6,990979,North America,55-64,Premium,179.1,0.22
Show 2794,Sci-Fi,2008,3.1,314257,Africa,45-54,Basic,55.2,0.9
Show 2795,Documentary,2011,8.6,840358,Europe,55-64,Standard,148.3,0.45
Show 2796,Comedy,2011,7.5,436419,Africa,18-24,Basic,135.8,0.6
Show 2797,Thriller,2005,9.8,749261,North America,55-64,Standard,78.3,0.58
Show 2798,Comedy,2018,2.4,927896,South America,18-24,Basic,79.6,0.65
Show 2799,Romance,2006,3,555193,Europe,25-34,Basic,114.5,0.95
Show 2800,Documentary,2002,2.9,209580,South America,35-44,Premium,157.9,0.96
Show 2801,Sci-Fi,2015,8.1,579673,Africa,45-54,Premium,87.9,0.85
Show 2802,Drama,2017,2.7,35653,Asia,18-24,Basic,39.2,0.27
Show 2803,Drama,2015,1.6,96865,South America,65+,Standard,86.2,0.4
Show 2804,Thriller,2022,10,482936,Africa,25-34,Standard,61.1,0.54
Show 2805,Sci-Fi,2006,1.2,655101,Africa,35-44,Premium,170.9,0.91
Show 2806,Action,2003,8.5,150871,Africa,35-44,Premium,134.6,0.57
Show 2807,Romance,2007,4.3,720463,Asia,35-44,Standard,37.6,0.98
Show 2808,Thriller,2012,8.6,253535,Asia,18-24,Standard,73.9,0.99
Show 2809,Action,2012,6,544340,Asia,25-34,Standard,37.5,0.64
Show 2810,Comedy,2016,9.1,142116,Europe,55-64,Premium,154.5,0.89
Show 2811,Romance,2016,9.3,155943,Asia,65+,Standard,165.9,1
Show 2812,Comedy,2004,1.1,225375,Asia,25-34,Premium,46.8,0.86
Show 2813,Sci-Fi,2005,1.7,510935,Asia,25-34,Basic,96,0.69
Show 2814,Documentary,2018,3.3,942738,South America,25-34,Basic,169.8,0.86
Show 2815,Romance,2012,7,550669,Asia,18-24,Basic,51.8,0.17
Show 2816,Action,2013,9,677634,Europe,65+,Standard,73.8,0.67
Show 2817,Documentary,2021,5.1,772522,Africa,18-24,Premium,75.6,0.29
Show 2818,Drama,2003,6.5,785305,South America,65+,Standard,34.5,0.2
Show 2819,Action,2006,2.7,350252,North America,65+,Premium,35.4,0.9
Show 2820,Thriller,2007,8.2,240020,Asia,18-24,Standard,172.9,0.68
Show 2821,Drama,2012,9.7,54892,Africa,65+,Basic,115.7,0.32
Show 2822,Drama,2005,3.4,186593,Africa,25-34,Premium,76,0.45
Show 2823,Thriller,2005,5.5,882933,South America,18-24,Standard,86.8,0.98
Show 2824,Romance,2023,1.8,744280,North America,65+,Premium,137.2,0.88
Show 2825,Drama,2020,6,350535,Australia,35-44,Premium,85,0.11
Show 2826,Sci-Fi,2002,5.5,285064,Europe,18-24,Standard,64.2,0.98
Show 2827,Action,2002,2.3,808134,Australia,45-54,Standard,45.3,0.43
Show 2828,Documentary,2012,5,261216,Africa,18-24,Premium,139.3,0.73
Show 2829,Drama,2021,4,793326,Australia,18-24,Premium,57.1,0.74
Show 2830,Action,2001,5.7,822417,Africa,18-24,Basic,40.4,0.92
Show 2831,Comedy,2015,6.3,164359,Australia,65+,Premium,94,0.9
Show 2832,Action,2021,1.1,788059,Africa,18-24,Basic,35.9,0.35
Show 2833,Documentary,2005,7.8,130702,Africa,45-54,Basic,174.7,0.68
Show 2834,Action,2007,7.4,78527,South America,55-64,Basic,124.1,0.45
Show 2835,Thriller,2022,4.3,151511,North America,18-24,Premium,52.9,0.57
Show 2836,Documentary,2007,1.5,920108,Africa,35-44,Basic,55.9,0.6
Show 2837,Romance,2005,7.8,754980,Europe,45-54,Premium,115.5,0.46
Show 2838,Comedy,2013,9.6,833667,Europe,55-64,Premium,83.5,0.52
Show 2839,Thriller,2002,3.2,688019,Asia,65+,Standard,146.1,0.29
Show 2840,Romance,2009,3.9,292120,Africa,18-24,Premium,111.9,0.65
Show 2841,Action,2002,2.7,240311,Africa,55-64,Premium,95,0.78
Show 2842,Documentary,2011,6.2,874075,Africa,35-44,Basic,174.4,0.49
Show 2843,Comedy,2016,2.4,728225,Australia,45-54,Premium,88.6,0.98
Show 2844,Thriller,2004,4.2,374775,Africa,45-54,Premium,90.1,0.15
Show 2845,Romance,2019,7.3,728666,Africa,65+,Standard,129.9,0.63
Show 2846,Romance,2008,6,585985,Europe,65+,Standard,151.4,0.63
Show 2847,Comedy,2020,4.5,599670,North America,65+,Basic,123.9,0.13
Show 2848,Sci-Fi,2019,4.8,808083,North America,55-64,Basic,134.8,0.3
Show 2849,Action,2006,6.1,185116,Asia,18-24,Standard,85.9,0.91
Show 2850,Comedy,2021,1.1,19633,Europe,25-34,Standard,101.9,0.59
Show 2851,Romance,2003,1.7,84164,Africa,45-54,Premium,59.6,0.49
Show 2852,Drama,2012,8.9,792001,North America,25-34,Basic,132,0.47
Show 2853,Thriller,2012,1.7,458116,South America,45-54,Basic,63.2,0.9
Show 2854,Comedy,2009,7.4,858941,South America,65+,Premium,30.2,0.43
Show 2855,Sci-Fi,2017,9.3,128425,South America,18-24,Premium,170.1,0.87
Show 2856,Romance,2016,3.4,892558,Africa,18-24,Basic,75.9,0.38
Show 2857,Action,2019,4.3,779508,Africa,45-54,Standard,59.5,0.58
Show 2858,Romance,2019,6.1,394666,Asia,55-64,Standard,70.2,0.23
Show 2859,Action,2012,8.9,300182,Asia,65+,Premium,79.6,0.84
Show 2860,Comedy,2016,9.5,185160,Asia,18-24,Basic,101.2,0.76
Show 2861,Action,2021,7.7,209249,Australia,18-24,Premium,40.4,0.58
Show 2862,Documentary,2003,1.8,210538,South America,35-44,Standard,37.9,0.12
Show 2863,Documentary,2000,7,470432,Africa,18-24,Standard,73.9,0.53
Show 2864,Documentary,2000,4.7,727153,South America,35-44,Premium,74.4,0.3
Show 2865,Sci-Fi,2014,5.2,472002,Asia,18-24,Standard,47.6,0.47
Show 2866,Sci-Fi,2012,1.4,305282,Africa,18-24,Basic,90.7,0.87
Show 2867,Drama,2016,2.7,985814,Europe,55-64,Premium,72.6,0.79
Show 2868,Sci-Fi,2023,8.1,951261,North America,55-64,Premium,33.9,0.32
Show 2869,Comedy,2007,5.1,206466,North America,65+,Premium,162.9,0.99
Show 2870,Romance,2017,3.7,477243,Asia,18-24,Standard,162.9,0.91
Show 2871,Romance,2012,4.5,489046,South America,65+,Basic,61.4,0.58
Show 2872,Drama,2022,8.7,192223,Europe,65+,Premium,54.4,0.58
Show 2873,Sci-Fi,2013,7.7,902172,Africa,65+,Premium,112.1,0.91
Show 2874,Action,2007,3.5,640462,South America,65+,Standard,124.6,0.67
Show 2875,Drama,2007,2.1,316416,Asia,45-54,Basic,173.6,0.58
Show 2876,Action,2014,3.3,142980,South America,45-54,Premium,86.6,0.77
Show 2877,Action,2012,9.3,409060,Asia,18-24,Standard,122.7,0.31
Show 2878,Thriller,2006,6.2,842887,Australia,45-54,Premium,161.7,0.89
Show 2879,Romance,2004,5.8,597735,North America,18-24,Standard,97.5,0.58
Show 2880,Documentary,2016,6.4,734887,North America,55-64,Basic,48.4,0.64
Show 2881,Sci-Fi,2015,4.3,344252,South America,25-34,Standard,86.6,0.18
Show 2882,Action,2022,8.3,441282,Europe,35-44,Premium,50.5,0.38
Show 2883,Thriller,2001,5.7,231301,Africa,45-54,Premium,32.5,0.48
Show 2884,Romance,2021,2.1,962508,Asia,45-54,Standard,142.7,0.47
Show 2885,Documentary,2017,2.2,829765,Africa,55-64,Basic,65.8,0.8
Show 2886,Action,2016,5.8,912651,North America,45-54,Basic,30.3,0.35
Show 2887,Action,2006,9.4,350173,Europe,18-24,Premium,160.9,0.26
Show 2888,Drama,2012,3.8,306841,Europe,18-24,Premium,96.6,0.62
Show 2889,Drama,2017,8.8,809066,Africa,25-34,Standard,65.8,0.65
Show 2890,Romance,2013,7.9,916952,North America,25-34,Standard,69.4,0.21
Show 2891,Documentary,2017,3.2,815993,Africa,25-34,Standard,66.1,0.1
Show 2892,Action,2012,1.3,416249,South America,18-24,Basic,59.2,0.93
Show 2893,Romance,2010,1.9,995391,Europe,65+,Basic,156.2,0.17
Show 2894,Romance,2020,7.6,60063,Europe,65+,Premium,55.5,0.91
Show 2895,Comedy,2020,2.8,817353,South America,25-34,Premium,114.3,0.46
Show 2896,Sci-Fi,2015,4.3,548628,North America,25-34,Premium,41.6,0.69
Show 2897,Drama,2022,5.5,592069,Europe,18-24,Standard,172.4,0.27
Show 2898,Documentary,2016,7.5,806333,Australia,55-64,Basic,120.5,0.84
Show 2899,Action,2007,2,15638,Australia,45-54,Premium,165.5,0.26
Show 2900,Romance,2018,4.7,961100,Australia,35-44,Premium,89.7,0.45
Show 2901,Action,2019,5.4,222986,Asia,65+,Premium,151.6,0.31
Show 2902,Comedy,2014,5.9,311468,Asia,65+,Premium,158,0.85
Show 2903,Documentary,2008,8.4,355500,North America,18-24,Premium,135.4,0.87
Show 2904,Romance,2019,2.5,226668,South America,18-24,Premium,43.9,0.43
Show 2905,Action,2009,8.3,299786,Africa,35-44,Basic,32.4,0.38
Show 2906,Drama,2011,7.2,520518,North America,35-44,Premium,55.3,0.8
Show 2907,Sci-Fi,2020,6,554666,Africa,25-34,Basic,47.7,0.89
Show 2908,Comedy,2022,7.3,842299,North America,35-44,Standard,138.8,0.66
Show 2909,Documentary,2019,4.7,340830,Asia,45-54,Basic,113.6,0.93
Show 2910,Comedy,2000,2.2,310019,Australia,45-54,Standard,108.9,0.44
Show 2911,Drama,2019,7,123171,South America,65+,Basic,67.9,0.24
Show 2912,Documentary,2008,5.7,367205,Asia,45-54,Basic,53.2,0.26
Show 2913,Comedy,2021,6.8,744089,South America,45-54,Premium,61,0.7
Show 2914,Thriller,2014,4,593665,Africa,45-54,Basic,90,0.47
Show 2915,Drama,2000,9.2,789627,North America,25-34,Basic,141,0.24
Show 2916,Drama,2011,6.3,583979,Europe,65+,Premium,68.2,0.36
Show 2917,Drama,2002,1.8,462519,Europe,18-24,Standard,134.8,0.58
Show 2918,Thriller,2010,5,459055,South America,65+,Premium,103.7,0.21
Show 2919,Thriller,2001,7.8,316207,Australia,65+,Premium,162.8,0.1
Show 2920,Action,2015,8.1,621070,Australia,65+,Premium,64.9,0.93
Show 2921,Romance,2008,5.5,789184,South America,35-44,Standard,97.6,0.37
Show 2922,Sci-Fi,2014,9.1,83343,Asia,18-24,Basic,44.5,0.3
Show 2923,Comedy,2011,3.4,350215,Europe,35-44,Basic,80.3,0.73
Show 2924,Action,2000,4.7,927996,Asia,25-34,Premium,106,0.87
Show 2925,Comedy,2012,9.1,650687,Africa,25-34,Premium,139.9,0.67
Show 2926,Sci-Fi,2013,9.1,560645,Europe,55-64,Basic,59.7,0.33
Show 2927,Romance,2007,7.2,470054,Africa,55-64,Basic,62.7,0.88
Show 2928,Thriller,2007,8.7,823746,North America,25-34,Basic,124.7,0.56
Show 2929,Romance,2011,1.8,446913,Asia,25-34,Standard,87.4,0.44
Show 2930,Thriller,2000,8.8,599571,South America,35-44,Standard,102.3,0.64
Show 2931,Sci-Fi,2010,3.9,64567,Europe,25-34,Premium,155.4,0.73
Show 2932,Romance,2007,2.6,314150,Asia,18-24,Standard,104.9,0.63
Show 2933,Action,2009,3.2,982515,South America,35-44,Premium,127.9,0.93
Show 2934,Documentary,2018,4.8,242778,North America,25-34,Basic,128.5,0.67
Show 2935,Action,2010,3.3,146758,Europe,35-44,Basic,150.5,0.89
Show 2936,Comedy,2006,3.9,959953,Africa,35-44,Premium,125.7,0.63
Show 2937,Action,2010,2.2,590894,North America,45-54,Basic,39.7,0.4
Show 2938,Sci-Fi,2016,3.7,286035,Australia,55-64,Premium,81.3,0.58
Show 2939,Drama,2000,6.2,450331,South America,35-44,Premium,178.4,0.18
Show 2940,Comedy,2020,5,631020,Europe,65+,Premium,59.5,0.31
Show 2941,Romance,2020,4.1,721079,Europe,35-44,Standard,118,0.79
Show 2942,Comedy,2007,7.7,995534,North America,65+,Premium,156.4,0.7
Show 2943,Documentary,2022,9,959227,Europe,45-54,Premium,118,0.25
Show 2944,Thriller,2023,7.8,821309,South America,25-34,Premium,85.8,0.49
Show 2945,Romance,2005,4,254465,North America,35-44,Standard,42,0.23
Show 2946,Comedy,2021,7.7,229589,Africa,45-54,Basic,84.2,0.87
Show 2947,Romance,2017,2.4,543314,North America,18-24,Standard,57.3,0.2
Show 2948,Romance,2005,2.2,287566,North America,45-54,Premium,174.1,0.69
Show 2949,Romance,2004,4.1,931748,Africa,55-64,Standard,137.3,0.65
Show 2950,Thriller,2012,8.3,300625,Australia,55-64,Basic,142.4,0.53
Show 2951,Sci-Fi,2018,3.2,880612,South America,25-34,Basic,95.4,0.35
Show 2952,Action,2021,1.6,638672,Australia,65+,Premium,46.5,0.46
Show 2953,Romance,2007,2.2,257771,Australia,25-34,Basic,70,0.83
Show 2954,Drama,2008,8.7,63031,Australia,65+,Standard,69,0.79
Show 2955,Sci-Fi,2016,6.7,931025,Asia,65+,Standard,103,0.76
Show 2956,Documentary,2002,3.3,924250,Australia,65+,Basic,99.1,0.77
Show 2957,Thriller,2018,6,874559,Asia,65+,Premium,95,0.23
Show 2958,Comedy,2010,5.7,359398,Africa,55-64,Premium,104.4,0.19
Show 2959,Thriller,2023,6.9,597520,South America,55-64,Standard,178.1,0.88
Show 2960,Comedy,2016,3.1,672372,Australia,35-44,Basic,74.8,0.85
Show 2961,Thriller,2020,8.8,347368,Europe,55-64,Standard,122.3,0.71
Show 2962,Comedy,2018,3.8,421673,Africa,25-34,Standard,65.9,0.65
Show 2963,Romance,2001,7.2,468788,Asia,55-64,Standard,100,0.43
Show 2964,Action,2007,1.1,765791,South America,25-34,Premium,60,0.3
Show 2965,Comedy,2018,4.4,821392,North America,18-24,Basic,113.7,0.7
Show 2966,Comedy,2006,4.2,92695,South America,55-64,Basic,69.8,0.92
Show 2967,Drama,2016,5.9,135066,South America,25-34,Premium,35.5,0.49
Show 2968,Comedy,2005,1.7,143982,Australia,65+,Standard,152.3,0.37
Show 2969,Drama,2018,8.1,269837,Australia,45-54,Standard,49.2,0.34
Show 2970,Documentary,2023,3,644601,Asia,65+,Premium,85.2,0.12
Show 2971,Romance,2005,7.1,938362,Asia,35-44,Basic,101.6,0.57
Show 2972,Drama,2001,8.2,558098,Australia,25-34,Premium,94.9,0.99
Show 2973,Action,2005,6.1,549380,Australia,65+,Basic,138.8,0.83
Show 2974,Sci-Fi,2022,7.7,486995,Europe,55-64,Basic,119.5,0.91
Show 2975,Romance,2004,7,971204,Europe,55-64,Basic,74.3,0.66
Show 2976,Drama,2018,4.2,587393,Africa,18-24,Standard,37.8,0.53
Show 2977,Romance,2019,8.3,690865,Australia,45-54,Standard,145.1,0.99
Show 2978,Romance,2003,3.7,209300,North America,25-34,Premium,82.9,0.5
Show 2979,Romance,2021,6.1,295699,Europe,65+,Premium,163.5,0.93
Show 2980,Documentary,2016,7.7,601222,Asia,45-54,Standard,89.3,0.79
Show 2981,Action,2010,4.4,602076,South America,18-24,Premium,137.6,0.4
Show 2982,Thriller,2003,3.7,868689,Africa,35-44,Standard,170.9,0.55
Show 2983,Thriller,2012,5.1,809371,Europe,45-54,Standard,127.7,0.45
Show 2984,Drama,2019,8.4,410041,South America,18-24,Basic,92,0.22
Show 2985,Romance,2016,9.4,489003,South America,25-34,Basic,115.1,0.42
Show 2986,Drama,2008,5.9,500707,Europe,35-44,Standard,111.5,0.9
Show 2987,Documentary,2003,7,160223,North America,55-64,Basic,117.7,0.78
Show 2988,Documentary,2022,9.1,657356,North America,18-24,Standard,52,0.35
Show 2989,Comedy,2013,1.9,529324,Africa,55-64,Basic,134.8,0.43
Show 2990,Documentary,2018,3.1,361092,North America,35-44,Premium,51.8,0.65
